nct_id,title,phase,condition,endpoint_1,endpoint_2,endpoint_3
NCT01282151,TaxoteRe Plus Cisplatin Versus AlImta Plus Cisplatin in 1st Line Non-squamous Cell Type Lung Cancer,PHASE3,"Carcinoma, Non Small Cell Lung",,,
NCT04296929,The Effect of Complex Decongestive Physiotherapy on Sensory Parameters in Breast Cancer Related Lymphedema.,NA,Lymphedema,of this study was to determine the effect of complex decongestive physiotherapy in women with unilateral breast cancer-related lymphedema on sensory parameters,the effect of complex decongestive physiotherapy in women with unilateral breast cancer-related lymphedema on sensory parameters,
NCT03628131,Combination Chemotherapy With Pazopanib in Children and Adolescents With Relapsed/Refractory Solid Tumors,PHASE1,Relapsed Pediatric Solid Tumor,the safety and efficacy of combination chemotherapy with Pazopanib in pediatric patients with relapsed/refractory solid tumor,combination chemotherapy with Pazopanib in pediatric patients with relapsed/refractory solid tumor,
NCT00003931,Diagnostic Study of Gene Alterations in Patients With Acute Myeloid Leukemia,,Leukemia,,,
NCT02124902,Neoadjuvant Treatment of Triple Negative Breast Cancer Patients With Docetaxel and Carboplatin to Assess Anti-tumor Activity,PHASE2,Triple Negative Breast Neoplasms,the anti-tumor activity (in terms of pathologic complete response rate) of neoadjuvant docetaxel in combination with carboplatin,,
NCT06589102,Prevalence and Consequences of Hyperlactemia Following Pancreatic Surgery,,Pancreatic Cancer,,,
NCT00782002,"Safety Study of IMC-18F1,to Treat Advanced Solid Tumors in Subjects That no Longer Respond to Standard Therapy",PHASE1,Advanced Solid Tumors,"if IMC-18F1 is safe for patients, and also to determine the best dose of IMC-18F1 to give to patients",,
NCT05921253,Neuromodulation of Cardiovascular Risks Associated With Cardiotoxic Chemotherapy,NA,Breast Cancer,"if low level vagus nerve stimulation will lead to improvement in heart function, heart rate variation, and in the levels of certain chemical markers of inflammation in study participants' blood",,
NCT06360653,a SIngle Center Study of Post-operative STEReotactic RAdiotherapY for Endometrial Cancer,NA,Endometrial Cancer,of the present prospective study is to assess the outcomes in terms of acute toxicity of post-operative stereotactic radiotherapy for endometrial cancer,the outcomes in terms of acute toxicity of post-operative stereotactic radiotherapy for endometrial cancer,
NCT04739202,Personalized Targeted IMMUNOtherapy-based Regimens in Recurrent GASTric Adenocarcinoma (IMMUNOGAST),PHASE2,Gastric Adenocarcinoma,,,
NCT01625702,Clinical Significance of Circulating Tumor Cells (CTCs) in Blood of Patients With Advanced/Metastatic Gastric Cancer,NA,Gastric Cancer,,,
NCT04741802,TOPS for African American Breast Cancer Survivors,NA,Feasibility and Acceptability of the TOPS Program,of these aims are to a) determine if the TOPS materials and format are possible and accepted by overweight and obese African American breast cancer survivors,,
NCT00061945,Alemtuzumab and Combination Chemotherapy in Treating Patients With Untreated Acute Lymphoblastic Leukemia,PHASE1,Acute Undifferentiated Leukemia,,,
NCT06568172,"Testing the Addition of an Immunotherapy Drug, Cemiplimab (REGN2810), Plus Surgery to the Usual Surgery Alone for Treating Advanced Skin Cancer",PHASE3,Recurrent Head and Neck Cutaneous Squamous Cell Carcinoma,,,
NCT00460395,Surgery Versus Stereotactic Radiosurgery in the Treatment of Single Brain Metastasis: A Randomized Trial,PHASE3,Brain Cancer,"* To compare the survival (overall, systemic, and neurological) of patients with single cerebral metastases treated with either conventional surgical resection or stereotactic radiosurgery",,
NCT07111195,Feasibility of ONCOhabitats for Surgical and Treatment Planning in IDH-Wildtype Glioblastoma (SINUE),,Glioblastoma IDH (Isocitrate Dehydrogenase) Wildtype,to evaluate whether imaging biomarkers derived from pre-surgical MRI using ONCOhabitats can predict overall survival and support clinical decision-making,whether imaging biomarkers derived from pre-surgical MRI using ONCOhabitats can predict overall survival and support clinical decision-making,
NCT05000996,Gut Microbiota in Metabolic Surgery,,Bariatric Surgery Candidate,"to fill these research gaps by establishing a longitudinal, observational study of metabolic surgery patients and applying multi-omics to identify stool, blood, and/or tissue microbial features related to post-surgery cardiometabolic outcomes",,
NCT03451162,"Safety, Tolerability, and Pharmacokinetic (PK) Study of DHES0815A in Participants With Human Epidermal Growth Factor Receptor (HER)2-Positive Breast Cancer",PHASE1,Breast Cancer,,,
NCT05968846,Repeat PET/CT Imaging of Patients With Amyloid 124I-AT-01 to Measure Changes in Organ-specific Amyloid Load,PHASE2,Systemic Amyloidosis,"whether changes in organ-specific uptake of 124I- AT-01 can be measured by PET/CT imaging and further, whether these values correlate with changes in a subject's disease status and thereby enable monitoring of disease response over time in terms of organ-specific amyloid load",,
NCT05185388,Socioeconomic Inequalities in the Diagnosis and Treatment of Colon and Ovarian Cancer in England Between 2016-2017,,Treatment Related Cancer,,,
NCT04874688,"Child Health, Agriculture and Integrated Nutrition",NA,Stunting,will be the proportion of infants in each trial arm reaching daily energy requirements at 9 months of age (visit window 9-11 months of age),,
NCT05208788,Urinary Biomarkers in Paediatric Kidney Transplantation (pKTx),,Renal Transplantation,"to test and validate the panel of study urinary biomarker to assess whether (1) reference values differ between paediatric renal transplant patients, patients with chronic kidney disease stage IV and V (CKD IV-V) and children without any disease, (2) characteristic changes in concentration profile may be observed after event-specific injury, (3) differences between paediatric renal transplant patients with AR and other causes of AKI can be detected, and (4) stratification of renal transplant patients to different histological types of AR is possible","whether (1) reference values differ between paediatric renal transplant patients, patients with chronic kidney disease stage IV and V (CKD IV-V) and children without any disease, (2) characteristic changes in concentration profile may be observed after event-specific injury, (3) differences between paediatric renal transplant patients with AR and other causes of AKI can be detected, and (4) stratification of renal transplant patients to different histological types of AR is possible",
NCT01810003,Impact of EPA and DHA Supplementation on Plasma Biomarkers of Inflammation (n3),NA,"Cardiovascular Disease, Inflammation",of the proposed research is to compare the anti-inflammatory effects of EPA and DHA in men and women with MetS,EPA and DHA is influenced by sex/gender is also unknown,
NCT00412503,Temozolomide in Association With Topotecan in Refractory or Relapsed Malignant Tumors in Children and Adolescents,PHASE1,Refractory Tumors,to determine Maximum Tolerated Dose and dose limiting toxicities of each drug when associated and to assess efficacy of the combination,efficacy of the combination,Maximum Tolerated Dose and dose limiting toxicities of each drug when associated and to assess efficacy of the combination
NCT00893503,Scope Pilot Research Study,,Colorectal Cancer,,,
NCT05357027,HPV16 E6 TCR T Cells for Cervical Carcinoma,PHASE1,Cervical Carcinoma,To evaluate the safety and efficacy of TCR-T cells in the treatment of cervical carcinoma,the safety and efficacy of TCR-T cells in the treatment of cervical carcinoma,TCR-T cells in the treatment of cervical carcinoma
NCT03149861,Detection of Clinically Significant Prostate Cancer With 18F-DCFPyL PET/MR,NA,"Neoplasm, Prostate",measure in this study is the proportion of clinically significant prostate cancers that are detected with PET/MRI compared to MRI alone,,
NCT06034561,Bortezomib-based Regimen for Refractory or Relapsed Acute Lymphoblastic Leukemia,PHASE2,"Acute Lymphoblastic Leukemia, in Relapse","ing to examine the complete response rate of a bortezomib-based salvage regimen in adults with refractory or relapsed acute lymphoblastic leukemia (ALL), seeking to compare outcomes with the available literature and with our historical data on relapsed/refractory ALL",,
NCT07166042,Guided Meditation During Radiation Therapy for Breast and Gynecological Malignancies,PHASE3,Breast Cancer,the effect of brief mindfulness-guided meditations during radiation therapy (RT) for patients with anxiety related to RT for breast and gynecological cancers,,
NCT06720142,Mg OSTEOCRETE Post-Treatment Outcomes,,Cancer of Bone,"of this study is to determine the amount of time it takes for bone to heal after treatment with Mg OSTEOCRETE, and to better understand the efficacy of this treatment through clinical and patient-reported outcomes","the amount of time it takes for bone to heal after treatment with Mg OSTEOCRETE, and to better understand the efficacy of this treatment through clinical and patient-reported outcomes",this treatment through clinical and patient-reported outcomes
NCT03091842,Exercise Intervention in Targeting Adiposity and Inflammation With Movement to Improve Prognosis in Breast Cancer,NA,Cancer Survivor,,,
NCT05079386,Clinical Feasibility of a New Voice Prosthesis,NA,Laryngectomy,"of this clinical investigation is to evaluate the short-term clinical feasibility of a new voice prosthesis and explore its acceptability, limitations and advantages","the short-term clinical feasibility of a new voice prosthesis and explore its acceptability, limitations and advantages",
NCT04987086,68Ga-PSMA PET in the Renal Cell Carcinoma,NA,Renal Cancer,"the diagnostic efficacy of 68Ga-PSMA PET in metastatic lesions of locally advanced and advanced renal cell carcinoma, and to compare with that of enhanced CT","68Ga-PSMA PET in metastatic lesions of locally advanced and advanced renal cell carcinoma, and to compare with that of enhanced CT",
NCT06147570,A Study of HS-10365 in Patients With Advanced or Metastatic RET Fusion-Positive Non-Small Cell Lung Cancer,PHASE2,Nonsmall Cell Lung Cancer,,,
NCT01484470,Umbilical Cord Transplantation for the Elderly Population,PHASE2,Hematologic Malignancies,,,
NCT02713373,Cetuximab and Pembrolizumab in Treating Patients With Colorectal Cancer That is Metastatic or Cannot Be Removed by Surgery,PHASE1,Recurrent Colorectal Carcinoma,,,
NCT05484583,Durvalumab Combined With Consolidation Radiotherapy After First-line Treatment in Extensive Stage Small Cell Lung Cancer With Oligometastases,PHASE2,Lung Cancer,,,
NCT04005183,Renal Cell Carcinoma Microenvironment Discovery Project,,Renal Cell Carcinoma,is to leverage this data resource to identify novel therapeutic targets and biomarkers to improve the clinical management of this disease,,
NCT00493883,Use of TheraSphere® Yttrium-90 Glass Microspheres for Primary and Metastatic Liver Tumors,PHASE1,"Carcinoma, Hepatocellular",* Provide supervised access to treatment with TheraSphere to eligible patients with primary and metastatic cancer to the liver,,
NCT00343083,"Evaluation of Cetuximab (ERBITUX) and Concurrent Carboplatin, Paclitaxel & Radiotherapy in the Management of Patients With Advanced Locoregional Squamous Cell Carcinomas of the Head and Neck (GCC 0442)",PHASE2,Cancer of Head and Neck,the response of the tumor to the treatment regimen that will be used in this study,,
NCT00005973,BMS-214662 in Treating Patients With Solid Tumors,PHASE1,"Unspecified Adult Solid Tumor, Protocol Specific",,,
NCT06511869,AZD4205 in Peripheral T Cell Lymphoma Following First-Line Therapy (JACKPOT26),PHASE2,Peripheral T-cell Lymphoma,the safety and anti-tumor activity of AZD4205 at 150 mg once daily in participants with PTCL who have achieved tumor response after first-line systemic therapy (with or without combination radiotherapy) and are ineligible for HSCT assessed by the investigator as ineligible for HSCT or have no plan for HSCT,,
NCT05706883,Clinical and Molecular Findings in Patients With Cervical/Supraclavicular Metastasis From Non-small-cell Lung Cancer (NSCLC),,Lung Cancer Metastatic,,,
NCT01626183,Studying RNA in Samples From Younger Patients With T-Cell Acute Lymphoblastic Leukemia,,Leukemia,,,
NCT03570541,TQL-block for Laparoscopic Hemicolectomy,PHASE4,Postoperative Pain,of this study is to investigate the efficacy of the ultrasound-guided bilateral transmuscular quadratus lumborum block on reducing postoperative opioid consumption,the ultrasound-guided bilateral transmuscular quadratus lumborum block on reducing postoperative opioid consumption,
NCT05104541,Impact of Weight Loss in Cirrhosis With Obesity and MAFLD,NA,Liver Cirrhosis,,,
NCT00026741,Research in Skin Inflammation,,Psoriasis,,,
NCT05785754,DCSZ11 as a Monotherapy and in Combination in Patients With Advanced or Metastatic Solid Tumors,PHASE1,Advanced or Metastatic Solid Tumors,the effects of DCSZ11 as a monotherapy and in combination in patients with advanced or metastatic solid tumors,,
NCT00980954,Chemotherapy and Pelvic Radiation Therapy With or Without Additional Chemotherapy in Treating Patients With High-Risk Early-Stage Cervical Cancer After Radical Hysterectomy,PHASE3,Cervical Cancer,,,
NCT00028405,Photodynamic Therapy System for Patients With Refractory/Unresponsive Solid Tumors,PHASE1,Liver Metastasis,,,
NCT04646005,Cemiplimab and ISA101b Vaccine in Adult Participants With Recurrent/Metastatic Human Papillomavirus (HPV)16 Cervical Cancer Who Have Experienced Disease Progression After First Line Chemotherapy,PHASE2,Cervical Cancer,"of the study is to estimate the clinical benefit of cemiplimab + ISA101b after progression on first line chemotherapy, as assessed by objective response rate (ORR)","preliminary efficacy of cemiplimab + ISA101b as measured by duration of response (DOR), progression-free survival (PFS), and overall survival (OS)","cemiplimab + ISA101b as measured by duration of response (DOR), progression-free survival (PFS), and overall survival (OS)"
